$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category
004006,Z-WSG,Medical Air Rescue Service P/L,B200 Super King Air,BE20,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
008034,ZS-ABJ,Geotech Airborne Surveys,Pacific Aerospace PAC750XL,P750,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
00817D,ZS-AOA,Netcare 911 Aeromedical,BAe 125,H25B,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
0081F2,ZS-ASN,Spectrem 2000 Microsurvey,Douglas DC-3 BT-67,DC3T,Civ,Weather Recon,Turboprop,Rejuvenated,Dogs with Jobs
00861E,ZS-CHP,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
0086DC,ZS-COX,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
008AEF,ZS-EDA,Netcare 911 Aeromedical,Cessna Citation SII,C551,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
0098C5,ZS-JJG,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
0098D0,ZS-JJR,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00996E,ZS-JPT,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
009E1B,ZS-LJU,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00A21A,ZS-MXD,Private,DHC-1 Chipmunk T10,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00A2E4,ZS-NEX,Aeronexus,Boeing 767-ER,B763,Civ,Man Made Climate Change,Must Be Nice,Climate Crisis,Climate Crisis
00A575,ZS-OEE,Fugro Airborne Surveys,Cessna F406 Caravan II,F406,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
00A5EB,ZS-OIS,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00A641,ZS-OMA,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00A645,ZS-OME,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00A74E,ZS-OWJ,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00A9B2,ZS-PTX,The SA Red Cross Mercy Service,Pilatus PC-12 47,PC12,Civ,Jesus He Knows Me,Church Of Private Jets,Send NO Money,Jesus he Knows me
00AD1A,ZS-RBL,Netcare 911 Aeromedical,Bell 407,B407,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
00AEB7,ZS-RRI,Helitrans Helicopters,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
00B16F,ZS-SSC,Fugro Airborne Surveys,Cessna F406 Caravan II,F406,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
00B185,ZS-SSY,Fugro Airborne Surveys,Cessna F406 Caravan II,F406,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
00B608,ZS-ULJ,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00B69D,ZS-URC,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00B857,ZS-VIC,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00B97E,ZS-VTL,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
00BA09,ZS-VYU,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
01003E,SU-BND,Government of Egypt,Gulfstream G-IV SP,GLF4,Civ,Egypt,Dictator Alert,Free And Fair Elections,Dictator Alert
018032,5A-DRK,Libyan Air Ambulance,Cessna Citation XLS,C56X,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
018039,5A-DRL,Libyan Air Ambulance,Cessna Citation XLS,C56X,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
01809C,5A-DFN,Libyan Air Ambulance,Cessna Citation Latitude,C680,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
020163,CN-TMB,Air Ocean Maroc,BAe 125,H25C,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
04C293,5Y-FDW,African Medical and Research Foundation,Cessna Citation Sovereign,C680,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
0640F2,5N-FGW,Nigerian Air Force,Gulfstream G550,GLF5,Civ,Nigeria,Lads From Lagos,Government,Governments
06414C,5N-EMS,NEMA Air Ambulance,Cessna Citation Sovereign,C680,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
06A1C6,A7-CGA,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1C7,A7-CGB,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1C8,A7-CGC,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1C9,A7-CGD,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1CA,A7-CGE,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1CB,A7-CGF,Qatar Executive,Gulfstream Aerospace G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1CC,A7-CGG,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1CD,A7-CGH,Qatar Executive,Gulfstream Aerospace G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1D2,A7-CGN,Qatar Executive,Gulfstream Aerospace G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1D4,A7-CGP,Qatar Executive,Gulfstream G500,GLF5,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1D5,A7-CGQ,Qatar Executive,Gulfstream G500,GLF5,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1D6,A7-CGR,Qatar Executive,Gulfstream G500,GLF5,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1D7,A7-CGS,Qatar Executive,Gulfstream G500,GLF5,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1D9,A7-CGU,Qatar Executive,Gulfstream Aerospace G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1DA,A7-CHA,Qatar Executive,Gulfstream Aerospace GVIII-G700,GA7C,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1DB,A7-CHB,Qatar Executive,Gulfstream Aerospace GVIII-G700,GA7C,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A1DC,A7-CHC,Qatar Executive,Gulfstream Aerospace GVIII-G700,GA7C,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
06A36E,A7-CHG,Qatar Executive,Gulfstream Aerospace G700,GA7C,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets
07C024,5A-EWX,Libyan National Army,Ilyushin IL-76TD,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade
0852F2,PH-STB,Exxaero,Dassault Falcon 900,F900,Civ,Bizjet,Must Be Nice,Man Made Climate Change,Bizjets
0A4022,7T-WID,Algerian Air Force,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Other Air Forces
0A4026,7T-WIU,Algerian Air Force,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Other Air Forces
0D031E,XA-MMI,Air One Ambulance,Learjet 25D,LJ25,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
0D0B1A,XC-BDM,Banco de Mexico,Bombardier Challenger 700,CRJ7,Civ,Aaaaaaaand its gone,Bunch of Bankers,Scrooge McDuck,As Seen on TV
0D0BB7,XA-DOC,Med Jets SA de CV,Learjet 36,LJ35,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors
1400AA,RF-00170,Russian Customs,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
140AD7,RA-02775,Vagit Alekperov,Hawker Siddeley HS-125 Series 700A,H25B,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch
140AEA,RA-02794,LUKoil-Avia,Hawker 125 800XP,H25B,Civ,Man Made Climate Change,Climate Crisis,Bizjet,Climate Crisis
142328,RA-09000,Gazpromavia,Dassault Falcon 900B,F900,Civ,Bizjet,Climate Crisis,NordStream 2,As Seen on TV
143856,RF-14422,Russian Customs,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
14620D,RA-25101,Norilsk Nikel,Mil Mi-8,MI8,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch
14620F,RA-25103,Norilsk Nikel,Mil Mi-8,MI8,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch
1464B1,RA-25777,Mikhail Fridman,Mil Mi-8,MI8,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch
147919,RA-31001,GosNII MGA,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
14791E,RA-31006,Sochispetsavia,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147920,RA-31008,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147921,RA-31009,Avialift Vladivostok,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147922,RA-31010,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
14792A,RA-31018,Operator Unknown,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
14792D,RA-31021,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147956,RA-31062,Kamov OKB,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147958,RA-31064,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
14795A,RA-31066,Operator Unknown,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147960,RA-31072,Moscow Aviation Centre,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147961,RA-31073,MChS Rossii,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147962,RA-31074,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147966,RA-31078,Panh Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147986,RA-31110,Avialift Vladivostok,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147987,RA-31111,Kamov OKB,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147988,RA-31112,Kamov OKB,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B53,RA-31571,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B55,RA-31573,Avialift Vladivostok,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B56,RA-31574,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B58,RA-31576,Panh Air,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B59,RA-31577,Panh Air,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B5B,RA-31579,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B5D,RA-31581,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B65,RA-31589,Panh Air,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B66,RA-31590,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B67,RA-31591,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B68,RA-31592,Aviakrug,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B69,RA-31593,Heli-Union,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B6B,RA-31595,UT air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B6D,RA-31597,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B6E,RA-31598,Operator Unknown,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B71,RA-31601,Operator Unknown,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147B73,RA-31603,Private,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
147FF4,RF-32756,MChS Rossii,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148020,RF-32800,MChS Rossii,Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148021,RF-32801,MChS Rossii,Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148022,RF-32802,MChS Rossii,Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148023,RF-32803,MChS Rossii,Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148024,RF-32804,MChS Rossii,Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148025,RF-32805,MChS Rossii,Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148026,RF-32806,MChS Rossii,Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148027,RF-32807,MChS Rossii,Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
148046,RF-32838,MChS Rossii,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello
151D41,RA-73025,Russia State Transport Company,Airbus ACJ319-115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis
151D42,RA-73026,Russia State Transport Company,Airbus ACJ319-115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,Climate Crisis,Climate Crisis
15211F,RA-74015,VSV,Antonov An-74,AN72,Civ,Odd,Chonky Boy,Cheburashka,Distinctive
152A4B,RA-76363,Ministry for Emergency Situations,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152AC4,RA-76484,Abakan Air,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152AD7,RA-76503,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152ADF,RA-76511,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152C07,RA-76807,Aviacon Zitotrans,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152C2A,RA-76842,Aviacon Zitotrans,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152C2E,RA-76846,Aviacon Zitotrans,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152C96,RA-76950,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152C97,RA-76951,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
152C98,RA-76952,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
1533AD,RA-78765,Aviacon Zitotrans,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade
15405A,RA-82010,Polet Cargo Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15407A,RA-82042,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15407B,RA-82043,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15407C,RA-82044,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15407D,RA-82045,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15407E,RA-82046,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15407F,RA-82047,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
154094,RA-82068,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15409A,RA-82074,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15409D,RA-82077,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15409E,RA-82078,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
15409F,RA-82079,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
1540A1,RA-82081,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade
170000,G-TWRL,Private,Pitts Special S-1S,PTS1,Civ,Biplane,Do A Barrel Roll,Aerobatics,Joe Cool
300254,I-FORR,Avionord SRL,Learjet 40,LJ40,Civ,Organ Transport,Medical Evac,Saving Lives,Flying Doctors
3003BF,I-AVBN,ENAV Flight Inspection,Piaggio P-180 Avanti II,P180,Civ,Fight Calibration,Measuring Stick,Trundle Wheel,Ptolemy would be proud
30040E,I-AVGP,ENAV Flight Inspection,Piaggio P-180 Avanti II,P180,Civ,Fight Calibration,Measuring Stick,Trundle Wheel,Ptolemy would be proud
300447,I-EPAM,Avionord SRL,Hawker 125 750,H25B,Civ,Organ Transport,Medical Evac,Saving Lives,Flying Doctors
3004BD,I-AVLM,ENAV Flight Inspection,Piaggio P-180 Avanti II,P180,Civ,Fight Calibration,Measuring Stick,Trundle Wheel,Ptolemy would be proud
30056B,I-ENAV,ENAV Flight Inspection,Piaggio P-180 Avanti II,P180,Civ,Fight Calibration,Measuring Stick,Trundle Wheel,Ptolemy would be proud
30061C,I-AVND,Avionord SRL,Learjet 45,LJ45,Civ,Organ Transport,Medical Evac,Saving Lives,Flying Doctors
300641,I-VICC,Aeronike ltd,Vulcanair P.68R,P68,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
3006A0,I-JACK,Barilla,Honda Jet,HDJT,Civ,Pasta,Continuous Baking,If My Grandmother Had Wheels She Would Have Been A Bike,As Seen on TV
300762,I-AVNE,Avionord SRL,Learjet 40,LJ40,Civ,Organ Transport,Medical Evac,Saving Lives,Flying Doctors
30076D,OY-VPS,Bioflight,Vulcanair P.68C,P68,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
320004,MM62249,Italian Customs Police,Piaggio P-180 Avanti II,P180,Civ,Maritime Patrol,Coastguard,Eye In The Sky,Coastguard
33FE3A,MM62286,Italian Air Force,Piaggio P-180 Avanti II,P180,Civ,Pusher Prop,Canards,Virtute Siderum Tenus,Other Air Forces
3423D4,EC-JQE,Mercadona SA,Gulfstream G200,GALX,Civ,Bizjet,Supermarket,Word Of Mouth,As Seen on TV
34254B,EC-KBC,Christian Ronaldo,Gulfstream G200,GALX,Civ,Jumpers For Goalposts,Golden Boot,Ronaldo,Don't you know who I am?
343359,EC-LBB,Mercadona SA,Gulfstream G200,GALX,Civ,Bizjet,Supermarket,Word Of Mouth,As Seen on TV
345595,EC-MSC,Mercadona SA,Bombardier Global 6000,GLEX,Civ,Bizjet,Supermarket,Word Of Mouth,As Seen on TV
3821E9,F-BIPJ,Private,Morane-Saulnier MS.505 Criquet,F156,Civ,Liason,Highwing,STOL,Historic
3837DA,F-WWGF,Dassault Aviation,Dassault Falcon 2000LXS,F2TH,Civ,We Make Planes,Jet Fighters,Arms Company,As Seen on TV
38393A,F-WWGL,Dassault Aviation,Dassault Falcon 2000LXS,F2TH,Civ,We Make Planes,Jet Fighters,Arms Company,As Seen on TV
383E7A,F-WWOW,Airbus SE,Airbus A380-841,A388,Civ,First Off The Line,Testbed,Absolute Unit,Distinctive
3847BB,F-AZJV,Private,OGMA DHC-1 Chipmunk T20,DHC1,Civ,Jump Johnny Jump,Obrigado,Air Training Corps,Jump Johnny Jump
3848DA,F-WWQA,Dassault Aviation,Dassault Falcon 8X,FA8X,Civ,We Make Planes,Jet Fighters,Arms Company,As Seen on TV
386447,F-AZCH,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
386494,F-AZEU,Private,DHC-1 Chipmunk 20,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
3864CE,F-AZGO,Private,DHC-1 Chipmunk 20,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
3864CF,F-AZGP,Private,OGMA DHC-1 Chipmunk T20,DHC1,Civ,Jump Johnny Jump,Obrigado,Air Training Corps,Jump Johnny Jump
3864D0,F-AZGQ,Private,OGMA DHC-1 Chipmunk T20,DHC1,Civ,Jump Johnny Jump,Obrigado,Air Training Corps,Jump Johnny Jump
38652B,F-AZJL,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
386530,F-AZJQ,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
38664C,F-AZSM,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
386691,F-AZUR,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
3866A0,F-AZVA,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
38A71B,F-AZXK,Private,Yakovlev Yak-50,YK50,Civ,Do A Barrel Roll,Vashe Zdorovye,Aerobatics,Da Comrade
38A77B,F-AZUK,Private,Yakovlev Yak-50,YK50,Civ,Do A Barrel Roll,Vashe Zdorovye,Aerobatics,Da Comrade
38AC1B,F-AZKM,Private,North American Rockwell OV-10A Bronco,V10,Civ,Eye In The Sky,Observation,Twin Boom,Joe Cool
38B11B,F-AZQM,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
38BE1B,F-AZQZ,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
38CE9B,F-AZZK,Flying Heritage Collection,Yakovlev Yak-3 UPW,YK3,Civ,Replica,Fighter,Da Comrade,Distinctive
38CF9B,F-WNOV,Novespace/CNES,Airbus A310-304,A310,Civ,Vomit Comet,Pass The Sick Bag,Zero G,Distinctive
38FCBB,F-GXLG,Airbus Transport Intl,Airbus A330-743L Beluga XL,A337,Civ,Absolute Unit,Beluga XL,Smiley Face,Distinctive
38FDDB,F-AZMC,Private,OGMA DHC-1 Chipmunk T20,DHC1,Civ,Jump Johnny Jump,Obrigado,Air Training Corps,Jump Johnny Jump
390CE3,F-GDHD,Aero Sotravia,BN Islander 2A-27,BN2P,Civ,Television Relay,Tour De France,Thermal Survey,Dogs with Jobs
390EFB,F-PDHZ,Private,Hubertus Verhees Delta 2B,ZZZZ,Civ,Flying Wing,Nope Mobile,Flying Dorito,You came here in that thing?
391C9B,F-AZKE,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump
3924A0,F-GJFA,Aero Sotravia,B200 Super King Air,BE20,Civ,Television Relay,Tour De France,Thermal Survey,Dogs with Jobs
3924A4,F-GJFE,Aero Sotravia,B200 Super King Air,BE20,Civ,Television Relay,Tour De France,Thermal Survey,Dogs with Jobs
393C00,F-GPAA,Aviation Defence Service,Dassault Falcon 20 ECM,FA20,Civ,AvDef,Target Practice,ECM,Hired Gun
393C03,F-GPAD,Aviation Defence Service,Dassault Falcon 20E,FA20,Civ,AvDef,Target Practice,ECM,Hired Gun
393EF1,F-GPXR,Pixair Survey SAS,Swearingen Merlin,SW3,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
394681,F-GRUB,CERPS de Maubeuge,Pilatus PC-6 B2-H4,PC6T,Civ,Skydive,Perfectly Serviceable Aircraft,Jump Johnny Jump,Perfectly Serviceable Aircraft
394906,F-GSIG,Aero Photo Europe Investigation,Beech U-21A Ute,U21,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud
394A60,F-GSTA,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,Oversize Cargo,Distinctive
