$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category
4B822A,TCSG-551,Turkish Coast Guard,CASA CN-235 100MPA,CN35,Gov,Maritime Patrol,Medium Lift,Twin Turboprop,Tactical Airlift
4B822B,TCSG-552,Turkish Coast Guard,CASA CN-235 100MPA,CN35,Gov,Maritime Patrol,Medium Lift,Twin Turboprop,Tactical Airlift
4B822C,TCSG-553,Turkish Coast Guard,CASA CN-235 100MPA,CN35,Gov,Maritime Patrol,Medium Lift,Twin Turboprop,Tactical Airlift
4B85C1,TC-ANA,Gov of Turkey,Airbus ACJ319-115X,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
4B85CB,TC-ANK,Gov of Turkey,Airbus ACJ318-112 Elite,A318,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
4B8681,TC-ATA,Turkish Government,Gulfstream G-IV,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
4B8C2E,TC-CAN,Gov of Turkey,Airbus A340-542,A345,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
4B8C4B,TC-CBK,Turkish Government,Gulfstream G550,GLF5,Gov,Utility,Long Range,Jet,Business Jet
4B8D42,TC-CJB,Gov of Turkey,Embraer Legacy 650,E35L,Gov,Utility,Long Range,Twin Engine,Business Jet
4B9030,TC-DAP,Turkish Government,Gulfstream G550,GLF5,Gov,Utility,Long Range,Jet,Business Jet
4B9C30,TC-GAP,Gov of Turkey,Gulfstream G450,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
4BA674,TC-IST,Gov of Turkey,Airbus ACJ319-133X,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
4BD168,TC-TKH,Turkish Air Force,Canadair CL-215,CL2T,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD16A,TC-TKJ,Turkish Air Force,Canadair CL-215,CL2P,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD16B,TC-TKK,Turkish Air Force,Canadair CL-215,CL2P,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD16C,TC-TKL,Turkish Air Force,Canadair CL-215,CL2P,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD16D,TC-TKM,Turkish Air Force,Canadair CL-215,CL2P,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD174,TC-TKT,Turkish Department of Forestation,Canadair CL-215,CL2T,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD176,TC-TKV,Turkish Department of Forestation,Canadair CL-215,CL2T,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD179,TC-TKY,Turkish Department of Forestation,Canadair CL-215,CL2T,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD17A,TC-TKZ,Turkish Department of Forestation,Canadair CL-215,CL2T,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
4BD24B,TC-TRK,Gov of Turkey,Boeing 747-BBJ,B748,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
4BD259,TC-TRY,Gov of Turkey,Bombardier Challenger 850,CRJ2,Gov,Utility,Multi-Role,Twin Engine,Regional Passenger
4BD2B2,TC-TUR,Gov of Turkey,Airbus ACJ330-243,A332,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
4C05A0,YU-BNA,Government of Serbia,Dassault Falcon 50,FA50,Gov,Utility,Long Range,Jet,Business Jet
4C0639,YU-BRZ,Government of Serbia,Learjet 31A,LJ31,Gov,Utility,Long Range,Twin Engine,Business Jet
4C1C86,YU-HEG,Government of Serbia,Sikorsky S-76 B,S76,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Utility
4C4A21,YU-SRB,Government of Serbia,Embraer Legacy 600,E35L,Gov,Utility,Long Range,Twin Engine,Business Jet
4CA98B,EI-ICG,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Heavy Lift,Rotorcraft,Helicopter - Transport
4CA98C,EI-ICU,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Heavy Lift,Rotorcraft,Helicopter - Transport
4CA98D,EI-ICA,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Heavy Lift,Rotorcraft,Helicopter - Transport
4CA98F,EI-ICD,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Heavy Lift,Rotorcraft,Helicopter - Transport
4CACA4,EI-ICS,Irish Coastguard,Sikorsky S-92 A,S92,Gov,Maritime Patrol,Heavy Lift,Rotorcraft,Helicopter - Transport
4CAEC4,EI-IRF,Irish Coastguard,Raytheon Aircraft Company King Air B200,BE20,Gov,Maritime Patrol,Multi-Role,Twin Turboprop,Utility
4CC468,TF-SIF,Icelandic Coast Guard,DHC-8-314Q,DH8C,Gov,Maritime Patrol,Multi-Role,Twin Turboprop,Regional Passenger
4CC51C,TF-EIR,Icelandic Coast Guard,Eurocopter EC225 Super Puma,AS32,Gov,Maritime Patrol,Heavy Lift,Rotorcraft,Helicopter - Transport
4CC531,TF-GRO,Icelandic Coast Guard,Eurocopter EC225 Super Puma,AS32,Gov,Maritime Patrol,Heavy Lift,Rotorcraft,Helicopter - Transport
4D2032,9H-AFD,United Nations,DHC-8-300,DH8C,Gov,Utility,Multi-Role,Twin Turboprop,Regional Passenger
501D13,9A-CRO,Gov of Croatia,Bombardier Challenger 604,CL60,Gov,Utility,Long Range,Twin Engine,Business Jet
501F9F,866,Croatian Air Force,Bombardier CL-415 T,CL2T,Gov,Utility,Amphibious,Twin Turboprop,Special Mission
502C4F,YL-HML,Latvian Border Guard,AgustaWestland A.109 E Power,A109,Gov,Utility,Light Lift,Rotorcraft,Helicopter - Utility
503DAC,LY-VEN,United Nations,Airbus A320-233,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
503DAF,LY-VEW,United Nations,Airbus A320-214,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
505C02,OM-BYU,Government of Slovakia,Mil Mi-17,MI8,Gov,Tactical Transport,Medium Lift,Rotorcraft,Helicopter - Transport
505C04,OM-BYD,Government of Slovakia,Bell 429 GlobalRanger,B429,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Utility
505C06,OM-BYA,Government of Slovakia,Airbus ACJ319-115X,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
505C09,OM-BYK,Government of Slovakia,Airbus ACJ319-115X,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
507C21,UK67000,Government of Uzbekistan,Boeing 767-ER,B763,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
507C3C,UK32000,Government of Uzbekistan,Airbus A320-214,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
507C4F,UK001,Government of Uzbekistan,Boeing 787,B788,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
507C53,UK002,Government of Uzbekistan,Airbus A320-214SL,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
50815F,UR-ABA,Ukraine Government,Airbus ACJ319-115X,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
508226,UR-PAB,Government of Uganda,Mil Mi-8MTV,MI8,Gov,Tactical Transport,Medium Lift,Rotorcraft,Helicopter - Transport
5082FA,UR-ELQ,United Nations,Saab 340B,SF34,Gov,Utility,Multi-Role,Twin Turboprop,Regional Passenger
510001,EW-85815,Gov of Belarus,Tupolev Tu-154M,T154,Gov,Utility,Multi-Role,Jet,Passenger - Narrowbody
51002B,EW-001PA,Gov of Belarus,737NG-BBJ2,B738,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
51005E,EW-001PB,Gov of Belarus,Boeing 767-ER,B763,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
510112,EW-001PH,Gov of Belarus,AgustaWestland AW.139,A139,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Transport
51100D,STPRM,Sudanese Police Air Wing,Antonov An-72,AN72,Gov,Tactical Transport,STOL,Twin Engine,Tactical Airlift
51200F,Z3-MKD,Government of Macedonia,Learjet 60,LJ60,Gov,Utility,Long Range,Twin Engine,Business Jet
513007,E7-SBA,Gov of Republic of Srpska,Cessna Citation I,C500,Gov,Utility,Multi-Role,Twin Engine,Business Jet
513027,E7-GPS,Gov of Republic of Srpska,Cessna Citation CJ4,C25C,Gov,Utility,Multi-Role,Twin Engine,Business Jet
516001,4O-MNE,Government of Montenegro,Learjet 45,LJ45,Gov,Utility,Long Range,Twin Engine,Business Jet
60003C,EK-RA01,Government of Armenia,Airbus A319-132,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
600801,4K-8888,Gov of Azerbaijan,Airbus ACJ319-115,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
600806,4K-AI06,Gov of Azerbaijan,Gulfstream G550,GLF5,Gov,Utility,Long Range,Jet,Business Jet
600807,4K-AI07,Gov of Azerbaijan,Airbus ACJ320-214X,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
60082E,4K-AZ46,Gov of Azerbaijan,Eurocopter EC155 B1,EC55,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Utility
60082F,4K-AZ47,Gov of Azerbaijan,Eurocopter EC155 B1,EC55,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Utility
600B78,4K-AZ888,Gov of Azerbaijan,Gulfstream G450,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
600BC4,4K-AI88,Gov of Azerbaijan,Gulfstream G650,GLF6,Gov,Utility,Long Range,Jet,Business Jet
600BE8,4K-AI01,Gov of Azerbaijan,Boeing 767-ER,B763,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
600BE9,4K-AI001,Gov of Azerbaijan,Boeing 777-LR,B77L,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
601831,EZ-A700,Gov of Turkmenistan,Boeing 737-BBJ,B737,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
60183E,EZ-B024,Gov of Turkmenistan,Bombardier Challenger 870,CRJ7,Gov,Utility,Multi-Role,Twin Engine,Regional Passenger
601841,EZ-B021,Gov of Turkmenistan,BAe 125,H25C,Gov,Utility,Long Range,Twin Engine,Business Jet
601856,EZ-S720,Gov of Turkmenistan,Sikorsky S-92 A,S92,Gov,Utility,Heavy Lift,Rotorcraft,Helicopter - Transport
601857,EZ-S721,Gov of Turkmenistan,Sikorsky S-92 A,S92,Gov,Utility,Heavy Lift,Rotorcraft,Helicopter - Transport
60185A,EZ-A007,Gov of Turkmenistan,Boeing 737,B737,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
60185B,EZ-B022,Gov of Turkmenistan,Bombardier Challenger 605,CL60,Gov,Utility,Long Range,Twin Engine,Business Jet
60185C,EZ-B023,Gov of Turkmenistan,Bombardier Challenger 605,CL60,Gov,Utility,Long Range,Twin Engine,Business Jet
601861,EZ-A777,Gov of Turkmenistan,Boeing 777-LR,B77L,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
601862,EZ-S714,Gov of Turkmenistan,EH-101 Merlin Mk643,EH10,Gov,Maritime Patrol,All-Weather,Rotorcraft,Helicopter - Maritime
601864,EZ-S715,Gov of Turkmenistan,EH-101 Merlin Mk643,EH10,Gov,Maritime Patrol,All-Weather,Rotorcraft,Helicopter - Maritime
683037,UP-B5701,Gov of Kazakhstan,Boeing 757,B752,Gov,Utility,Long Range,Twin Engine,Passenger - Narrowbody
68303A,UP-I7605,Gov of Kazakhstan,Ilyushin IL-76TD,IL76,Gov,Strategic Transport,Heavy Lift,Rear Ramp,Strategic Airlift
6830A5,UP-A2001,Gov of Kazakhstan,Airbus ACJ320-214X,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
6830A6,UP-EC501,Gov of Kazakhstan,EC225 LP Super Puma,EC25,Gov,Utility,Heavy Lift,Rotorcraft,Helicopter - Transport
6830ED,UP-A3001,Gov of Kazakhstan,Airbus A330-243,A332,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
6831ED,74008,Kazakhstan Border Guards,Antonov An-74TK-200,AN72,Gov,Tactical Transport,STOL,Twin Engine,Tactical Airlift
700008,YA-KAM,Kam Air,Boeing 767,B762,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
70601E,9K-AJD,Gov of Kuwait,Gulfstream G500,GLF5,Gov,Utility,Long Range,Jet,Business Jet
70601F,9K-AJE,Gov of Kuwait,Gulfstream G500,GLF5,Gov,Utility,Long Range,Jet,Business Jet
706020,9K-AJF,Gov of Kuwait,Gulfstream G500,GLF5,Gov,Utility,Long Range,Jet,Business Jet
706024,9K-AKD,Gov of Kuwait,Airbus A320-212,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
706047,9K-GEA,Gov of Kuwait,Airbus ACJ319-115X,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
706048,9K-GFA,Gov of Kuwait,Gulfstream G550,GLF5,Gov,Utility,Long Range,Jet,Business Jet
706049,9K-GBA,Gov of Kuwait,Airbus A340-542,A345,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
70604A,9K-GBB,Gov of Kuwait,Airbus A340-541,A345,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
70604B,9K-GAA,Gov of Kuwait,Boeing 747-BBJ,B748,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
706053,9K-GGB,Gov of Kuwait,Gulfstream G650,GLF6,Gov,Utility,Long Range,Jet,Business Jet
706054,9K-GGC,Gov of Kuwait,Gulfstream G650,GLF6,Gov,Utility,Long Range,Jet,Business Jet
706055,9K-GGD,Gov of Kuwait,Gulfstream G650,GLF6,Gov,Utility,Long Range,Jet,Business Jet
706203,9K-GGA,Gov of Kuwait,Gulfstream G650,GLF6,Gov,Utility,Long Range,Jet,Business Jet
70AE27,9N-RAM,Government of Nepal,AgustaWestland AW.139,A139,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Transport
70C020,A4OSO,Oman Royal Flight,Boeing 747-SP,B74S,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
70C04D,A4OOMN,Oman Royal Flight,Boeing 747,B744,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
70C057,A4OAA,Oman Royal Flight,Airbus A320-232,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
70C07B,554,Royal Air Force of Oman,Airbus ACJ320-214X,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
70C07C,555,Royal Air Force of Oman,Airbus ACJ320-214X,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
70C07E,556,Royal Air Force of Oman,Airbus A320-214,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
70C08C,557,Royal Air Force of Oman,Gulfstream G-IV,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
70C0B3,A4OAD,Oman Royal Flight,Gulfstream G550,GLF5,Gov,Utility,Long Range,Jet,Business Jet
70C0B4,A4OAE,Oman Royal Flight,Gulfstream G550,GLF5,Gov,Utility,Long Range,Jet,Business Jet
70C0B7,A4OHMS,Oman Royal Flight,Boeing 747-BBJ,B748,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
70C0BA,A4OAJ,Oman Royal Flight,Airbus ACJ319-133X,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
71002D,HZ-SK1,Saudi Ministry of Finance,Gulfstream G400SP,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
710100,HZ-MF1,Saudi Ministry of Finance,Boeing 737-BBJ,B737,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
710125,HZ-AK44,Gov of Saudi Arabia,Boeing 777-ER,B77W,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
71012E,HZ-AK45,Gov of Saudi Arabia,Boeing 777-ER,B77W,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
710190,HZ-MF9,Saudi Arabian Government,Boeing 777-ER,B77W,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
710195,HZ-MF7,Saudi Ministry of Finance,Boeing 787-BBJ,B788,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
71019B,HZ-MF8,Saudi Ministry of Finance,Boeing 787-BBJ,B788,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
7101E3,HZ-MF2,Saudi Ministry of Finance,Boeing 737-BBJ,B737,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
7101E4,HZ-WBT5,HRH Prince Awaleed Bin Talal,BAe 125,H25B,Gov,Utility,Long Range,Twin Engine,Business Jet
7101E7,HZ-MF3,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
7101E9,HZ-MF4,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
7101F0,HZ-MF5,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
7101F1,HZ-WBT7,Kingdom Holding,Boeing 747,B744,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
710322,HZ-HM1B,Gov of Saudi Arabia,Boeing 747-SP,B74S,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
71032C,HZ-HMED,Gov of Saudi Arabia,Boeing 757,B752,Gov,Utility,Long Range,Twin Engine,Passenger - Narrowbody
710333,HZ-HM1,Gov of Saudi Arabia,Boeing 747,B744,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
710334,HZ-HMS2,Gov of Saudi Arabia,A340-213X,A342,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
710336,HZ-HM1C,Gov of Saudi Arabia,Boeing 747-SP,B74S,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
71BC65,10001,Government of Korea,Boeing 747,B744,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
71C985,HL9185,Daegu Fire Department,Eurocopter AS350 Squirrel B2,AS50,Gov,Utility,Light Lift,Rotorcraft,Helicopter - Utility
71CA77,HL9277,Incheon Fire & Safety Dept,AgustaWestland AW.139,A139,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Transport
71CC47,HL9447,Seoul Metro Fire & Disaster Dept,AS365 Dauphin,AS65,Gov,Maritime Patrol,All-Weather,Rotorcraft,Helicopter - Maritime
71CC48,HL9448,Seoul Metro Fire & Disaster Dept,AS365 Dauphin,AS65,Gov,Maritime Patrol,All-Weather,Rotorcraft,Helicopter - Maritime
71CC55,HL9455,GyeongGi Provincial Government,Eurocopter AS365 Dauphin,AS65,Gov,Maritime Patrol,All-Weather,Rotorcraft,Helicopter - Maritime
71CC76,HL9476,Gangwon Fire Fighting Dept,AgustaWestland AW.139,A139,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Transport
71CC85,HL9485,Gangwon Fire Fighting Dept,AgustaWestland AW.139,A139,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Transport
71CE13,HL9613,Gangwon Fire Fighting Dept,Sikorsky S-76 B,S76,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Utility
71CE26,HL9626,Gangwon Fire Fighting Dept,AgustaWestland AW.139,A139,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Transport
71CE39,HL9639,Seoul Metro Fire & Disaster Dept,AW.189,A189,Gov,Utility,Heavy Lift,Rotorcraft,Helicopter - Transport
71CE49,HL9649,Daegu Fire Dept,AgustaWestland AW.169,A169,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Utility
71DD15,B515,Korea Coast Guard,Eurocopter AS365 N3 Dauphin,AS65,Gov,Maritime Patrol,All-Weather,Rotorcraft,Helicopter - Maritime
71DD17,B517,Korea Coast Guard,AgustaWestland AW.139,A139,Gov,Maritime Patrol,Medium Lift,Rotorcraft,Helicopter - Transport
71DD18,B518,Korea Coast Guard,AgustaWestland AW.139,A139,Gov,Maritime Patrol,Medium Lift,Rotorcraft,Helicopter - Transport
71DF01,B701,Korea Coast Guard,Bombardier Challenger 604,CL60,Gov,Maritime Patrol,Long Range,Twin Engine,Business Jet
71DF02,B702,Korea Coast Guard,CASA C-212 Aviocar 400MP,C212,Gov,Maritime Patrol,STOL,Twin Turboprop,Tactical Airlift
71DF03,B703,Korea Coast Guard,IPTN CN-235 110MPA,CN35,Gov,Maritime Patrol,Medium Lift,Twin Turboprop,Tactical Airlift
71DF04,B704,Korea Coast Guard,IPTN CN-235 110MPA,CN35,Gov,Maritime Patrol,Medium Lift,Twin Turboprop,Tactical Airlift
71DF05,B705,Korea Coast Guard,IPTN CN-235 110MPA,CN35,Gov,Maritime Patrol,Medium Lift,Twin Turboprop,Tactical Airlift
71DF06,B706,Korea Coast Guard,IPTN CN-235 110MPA,CN35,Gov,Maritime Patrol,Medium Lift,Twin Turboprop,Tactical Airlift
727761,P-561,Air Koryo,Tupolev Tu-154B-2,T154,Gov,Utility,Multi-Role,Jet,Passenger - Narrowbody
72779A,P-883,Air Koryo,Ilyushin IL-62M,IL62,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
7277A8,P-632,Air Koryo,Tupolev Tu-204-300,T204,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
7277A9,P-633,Air Koryo,Tupolev Tu-204-100B,T204,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
7277CF,P-671,Air Koryo,Antonov An-148,A148,Gov,Utility,Multi-Role,Twin Engine,Regional Passenger
7277D0,P-672,Air Koryo,Antonov An-148,A148,Gov,Utility,Multi-Role,Twin Engine,Regional Passenger
72785D,P-813,Air Koryo,Tupolev Tu-134B-3,T134,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
7278A1,p-881,Air Koryo,Ilyushin IL-62M,IL62,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
7278A2,P-882,Government Of North Korea,Ilyushin IL-62M,IL62,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
7278A5,P-885,Air Koryo,Ilyushin IL-62M,IL62,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
7278C2,P-914,Air Koryo,Ilyushin IL-76M,IL76,Gov,Strategic Transport,Heavy Lift,Rear Ramp,Strategic Airlift
728666,YI-ASF,Government of Iraq,Boeing 737NG,B738,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
730400,EP-AGB,Meraj Airlines,Airbus A321-231,A321,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
7304E1,EP-AGA,Gov of Iran,Boeing 737,B732,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
7304F7,EP-AGW,Gov of Iran,Turbo Commander,AC90,Gov,Utility,Multi-Role,Twin Turboprop,Utility
730541,EP-AJA,Meraj Airlines,Airbus A340-313,A343,Gov,Utility,Long Range,Quad Engine,Passenger - Widebody
730543,EP-AJC,Meraj Airlines,Airbus A320-232,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
7324E4,EP-IGD,Gov of Iran,Airbus A321-231,A321,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
733470,EP-MCP,National Fire Service,Tupolev Tu-154M,T154,Gov,Utility,Multi-Role,Jet,Passenger - Narrowbody
734D02,EP-CQA,Gov of Iran,Boeing 747-2J9F,B742,Gov,ISR,Long Range,Quad Engine,Special Mission
7350C1,EP-TFA,Gov of Iran,Dassault Falcon 50,FA50,Gov,Utility,Long Range,Jet,Business Jet
7350C9,EP-TFI,Gov of Iran,Dassault Falcon 50,FA50,Gov,Utility,Long Range,Jet,Business Jet
7386C0,4X-ISR,Israel Presidential Transport,Boeing 767-3ER,B763,Gov,Utility,Long Range,Twin Engine,Passenger - Widebody
744A61,JY-RSA,Government of Jordan,AgustaWestland AW.139,A139,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Transport
7500C5,M48-02,Royal Malaysian Air Force,Bombardier Global 6000,GLEX,Gov,Utility,Long Range,Twin Engine,Business Jet
750156,9M-NAA,Royal Malaysian Air Force,Airbus ACJ319-115X,A319,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
75026D,9M-NAB,Royal Malaysian Air Force,Airbus A320-214,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
75041A,9M-ZZZ,Johor State Government,Gulfstream G650 ER,GLF6,Gov,Utility,Long Range,Jet,Business Jet
750442,9M-BOE,Malaysia Fire & Rescue Dept,AgustaWestland AW.189,A189,Gov,Utility,Heavy Lift,Rotorcraft,Helicopter - Transport
75044F,9M-TMJ,Johor State Government,Gulfstream G650 ER,GLF6,Gov,Utility,Long Range,Jet,Business Jet
750476,9M-BOF,Malaysia Fire & Rescue Dept,AgustaWestland AW.189,A189,Gov,Utility,Heavy Lift,Rotorcraft,Helicopter - Transport
75866C,CGH-1451,Philippine Coast Guard,MBB-Kawasaki BK 117 D-2,BK17,Gov,Maritime Patrol,Medium Lift,Rotorcraft,Helicopter - Utility
75866D,CGH-1452,Phillipine Coast Guard,MBB-Kawasaki BK 117 D-2,BK17,Gov,Maritime Patrol,Medium Lift,Rotorcraft,Helicopter - Utility
7608A5,AP-BEE,Government of Sindh,Bell 206L Long Ranger,B06,Gov,Utility,Light Lift,Rotorcraft,Helicopter - Utility
7608A6,AP-BEF,Government of Sindh,Bell 412HP,B412,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Transport
7608AB,AP-BEK,Government of Balochistan,Learjet 31A,LJ31,Gov,Utility,Long Range,Twin Engine,Business Jet
760911,AP-BHQ,Government of Punjab,Beechjet 400XP,BE40,Gov,Training,Basic Trainer,Jet,Trainer
760919,AP-BHY,Government of Sindh,Learjet 45XR,LJ45,Gov,Utility,Long Range,Twin Engine,Business Jet
76092C,AP-BIL,Government of NW Frontier Province,Mil Mi-17-1V,MI8,Gov,Tactical Transport,Medium Lift,Rotorcraft,Helicopter - Transport
76092D,AP-BIM,NW Frontier Prov,AS350 Squirrel B3,AS50,Gov,Utility,Light Lift,Rotorcraft,Helicopter - Utility
760970,AP-BKP,Government of Balochistan,Learjet 45XR,LJ45,Gov,Utility,Long Range,Twin Engine,Business Jet
7609D3,AP-BNS,Government of Punjab,Mil Mi-8AMT,MI8,Gov,Tactical Transport,Medium Lift,Rotorcraft,Helicopter - Transport
7609D4,AP-BNT,Government of Balochistan,Mil Mi-17-1,MI8,Gov,Tactical Transport,Medium Lift,Rotorcraft,Helicopter - Transport
762AF3,J-755,Pakistan Air Force,Gulfstream G-IV SP,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
762BF4,J-756,Pakistan Air Force,Gulfstream G450,GLF4,Gov,Utility,Long Range,Twin Engine,Business Jet
766021,PA-9834,Government of Pakistan,Bombardier Global 5000,GL5T,Gov,Utility,Long Range,Twin Engine,Business Jet
778561,YKAKA,Syrianair,Airbus A320-232,A320,Gov,Utility,Multi-Role,Twin Engine,Passenger - Narrowbody
778663,YK-ASC,Gov of Syria,Dassault Falcon 900,F900,Gov,Utility,Long Range,Jet,Business Jet
78019D,B-HRL,Hong Kong Government Flying Service,Eurocopter AS332 Super Puma,AS32,Gov,Tactical Transport,Heavy Lift,Rotorcraft,Helicopter - Transport
78019E,B-HRM,Hong Kong Government Flying Service,Eurocopter AS332 Super Puma,AS32,Gov,Tactical Transport,Heavy Lift,Rotorcraft,Helicopter - Transport
78019F,B-HRN,Hong Kong Government Flying Service,Eurocopter AS332 Super Puma,AS32,Gov,Tactical Transport,Heavy Lift,Rotorcraft,Helicopter - Transport
7801A8,B-HRU,Hong Kong Government Flying Service,Eurocopter EC155 B1,EC55,Gov,Utility,Medium Lift,Rotorcraft,Helicopter - Utility
